"car_initial","car_number","axle_side","eqp_axle_nbr","Start_year","Start_month","start_date","end_year","End_month","End_date","Train_type","origin_station","destination_station","Train_Priority","kipread_day","kipread_month","kipread_year","kipread_hour","kipread_minute","kipread_secs","VNDR_EDR_NME","EDR_VNDR","AGE","EQP_SEQ_NBR","WHL_AVG_KIPS","WHL_PEAK_KIPS","WHL_DYN_KIPS","WHL_DYN_RATIO","EDR_EQP_SPD","EQP_GRS_TONS","TARE","car_type","car_characteristic","EQP_GRP","GRS_RAIL_WGT","KIPDAYS","RPR_WHY_CD","weight"
"WAXA",83658,"L",4,2010,11,18,2013,11,18,"E","NEE","HEP","B",19,11,2012,1,39,33,"WHET","PRT",732,101,36.13,38.1,1.97,1.05,37.24,25.0,24,"K",346,"HOPP",286000,0.0,64,117.1
"WJQA",64927,"L",4,2009,12,22,2012,12,22,"E","VOS","FDP","D",16,11,2012,23,7,0,"ROGN","SALIENT",1060,29,37.45,43.68,6.23,1.17,38.14,21.5,20,"J",311,"GOND",286000,1940.45,11,123.6
"ZIDA",98345,"R",1,2010,4,29,2013,4,29,"E","KRK","QDP","A",20,11,2012,23,6,0,"ROGN","SALIENT",936,18,37.02,43.85,6.83,1.18,36.06,25.6,24,"K",341,"HOPP",286000,0.0,60,120.5
"EQVI",992132,"R",1,2011,7,7,2014,3,28,"E","RNR","HEP","A",18,11,2012,9,17,11,"WHET","PRT",500,79,36.5,40.6,4.1,1.11,38.39,22.8,21,"J",311,"GOND",286000,0.0,65,124.6
"KFVA",84762,"R",2,2009,12,8,2012,12,8,"E","VOS","UZP","D",21,11,2012,22,13,0,"ROGN","SALIENT",1079,60,37.48,42.85,5.37,1.14,32.39,20.8,20,"J",311,"GOND",286000,0.0,11,123.2
"EQVI",905437,"L",1,2011,11,6,2014,1,8,"E","UEH","VAP","A",17,11,2012,9,29,14,"VELO","PRT",377,97,39.66,42.06,2.4,1.06,34.77,24.6,20,"J",311,"GOND",286000,0.0,75,125.4
"EQVI",992440,"R",3,2008,2,4,2013,1,7,"E","UEH","VAP","A",17,11,2012,9,29,14,"VELO","PRT",1748,67,39.17,45.08,5.91,1.15,31.72,21.9,20,"J",311,"GOND",286000,0.0,11,127.2
"VSVA",4433,"R",2,2010,2,18,2013,2,18,"E","VXG","EWP","A",19,11,2012,19,40,54,"JOPP","PRT",1005,78,41.88,56.78,14.9,1.36,38.84,32.2,21,"J",311,"GOND",286000,980.6,65,125.9
"KHTA",9452,"L",4,2009,11,30,2012,11,30,"E","VXG","EWP","A",19,11,2012,19,40,54,"JOPP","PRT",1085,12,28.05,29.72,1.67,1.06,38.1,26.0,21,"J",311,"GOND",286000,0.0,11,121.5
"KHTA",9349,"L",4,2010,2,12,2013,2,12,"E","VXG","EWP","A",19,11,2012,19,40,54,"JOPP","PRT",1011,86,36.82,40.55,3.73,1.1,43.51,29.3,21,"J",311,"GOND",286000,0.0,11,126.7
"FDLA",73292,"L",2,2010,12,23,2013,12,23,"E","VOS","UZP","D",18,11,2012,1,49,44,"CHRS","PRT",696,31,33.1,36.81,3.71,1.11,39.07,24.4,21,"J",311,"GOND",286000,0.0,11,123.6
"EQVI",710995,"L",2,2010,12,15,2014,9,4,"X","NDO","EBO","A",20,11,2012,12,25,40,"JOPP","PRT",706,17,31.4,35.6,4.2,1.13,34.05,34.6,31,"C",114,"HOPP",286000,0.0,25,104.9
"NSOA",4381,"L",3,2010,7,8,2013,7,8,"E","OUW","EWP","A",17,11,2012,7,30,45,"AMAZ","PRT",863,77,40.59,42.18,1.59,1.04,52.89,30.3,25,"K",341,"HOPP",286000,0.0,11,127.9
"NSOA",4539,"L",2,2010,4,18,2013,1,19,"E","OUW","EWP","A",17,11,2012,7,30,45,"AMAZ","PRT",944,30,44.6,74.13,29.53,1.66,54.63,33.6,25,"K",341,"HOPP",286000,1912.92,65,134.1
"EQVI",984150,"R",2,2010,6,15,2014,4,25,"E","FHF","VFP","A",17,11,2012,8,34,0,"MESA","SALIENT",886,130,34.05,36.92,2.87,1.08,46.43,24.8,24,"K",341,"HOPP",286000,3575.19,25,100.1
"EQVI",985566,"L",4,2010,7,5,2013,7,5,"E","FHF","VFP","A",17,11,2012,13,27,34,"VELO","PRT",866,48,27.66,30.21,2.55,1.09,40.5,28.7,24,"K",341,"HOPP",286000,0.0,11,104.5
"EQVI",985636,"R",3,2009,4,16,2014,5,7,"E","FHF","VFP","A",17,11,2012,8,34,0,"MESA","SALIENT",1311,66,32.87,36.92,4.05,1.12,50.46,25.1,24,"K",341,"HOPP",286000,0.0,11,104.7
"IHF",3588,"L",1,2011,6,27,2014,6,27,"Z","VWS","FKF","A",17,11,2012,8,44,0,"COCH","SALIENT",509,21,19.97,45.5,25.53,2.28,56.89,66.7,27,"S",619,"IFLT",220000,2531.5,11,53.2
"IXUA",296130,"L",4,2008,1,25,2013,3,19,"E","FUG","HWP","A",17,11,2012,8,50,0,"ROGN","SALIENT",1758,121,36.77,75.0,38.23,2.04,36.86,29.3,22,"J",311,"GOND",286000,4612.92,75,122.3
"EQ",868688,"R",2,2010,11,19,2013,11,19,"E","FUG","HWP","A",17,11,2012,8,50,0,"ROGN","SALIENT",729,12,36.57,42.52,5.95,1.16,36.98,24.0,21,"J",311,"GOND",286000,5066.36,65,123.0
"IXUA",293607,"L",2,2011,12,2,2014,12,2,"E","FUG","HWP","A",17,11,2012,8,50,0,"ROGN","SALIENT",351,53,36.59,38.39,1.8,1.05,36.17,26.4,21,"J",311,"GOND",286000,0.0,11,126.0
"EQ",868592,"R",2,2011,2,1,2014,5,17,"E","FUG","HWP","A",17,11,2012,8,50,0,"ROGN","SALIENT",655,84,39.14,44.0,4.86,1.12,36.11,26.8,21,"J",311,"GOND",286000,0.0,11,125.0
"OFUA",87513,"L",2,2011,10,14,2014,10,14,"E","KDI","ENP","A",17,11,2012,9,1,0,"ROGN","SALIENT",400,110,37.79,42.17,4.38,1.12,32.53,21.5,21,"J",311,"GOND",286000,0.0,75,123.0
"EQVI",709159,"L",1,2011,9,29,2013,12,11,"X","HOS","WFZ","A",18,11,2012,9,32,17,"AMAZ","PRT",416,16,32.55,35.14,2.59,1.08,47.01,33.8,30,"C",114,"HOPP",286000,0.0,11,110.8
"WAXA",83871,"R",4,2011,12,16,2014,12,16,"E","NEE","EWP","B",19,11,2012,2,58,37,"WHET","PRT",339,51,35.82,38.0,2.18,1.06,38.69,25.9,24,"K",346,"HOPP",286000,0.0,60,118.7
"NFOA",639369,"R",2,2011,8,1,2014,8,1,"E","NFO","EDP","A",17,11,2012,11,55,55,"AMAZ","PRT",474,39,36.78,38.29,1.51,1.04,51.52,22.4,20,"J",311,"GOND",286000,0.0,11,124.2
"NFOA",27557,"R",4,2009,5,27,2014,7,22,"E","NFO","EDP","A",17,11,2012,11,55,55,"AMAZ","PRT",1270,121,36.49,37.89,1.4,1.04,53.17,22.5,21,"J",311,"GOND",286000,0.0,11,118.4
"GWWA",52863,"R",3,2010,1,13,2013,1,13,"Z","QBF","ODF","L",19,11,2012,8,55,0,"BAGD","SALIENT",1041,12,25.6,31.71,6.11,1.24,67.34,105.3,69,"S",635,"IFLT",484200,9993.99,11,109.1
"EQVI",984405,"L",3,2009,9,18,2014,4,9,"E","FHF","VFP","A",19,11,2012,8,14,0,"MESA","SALIENT",1158,87,34.67,38.98,4.31,1.12,41.15,25.3,24,"K",341,"HOPP",286000,0.0,11,115.1
"EQVI",985673,"R",1,2011,10,30,2013,6,3,"E","FHF","VFP","A",19,11,2012,8,14,0,"MESA","SALIENT",386,114,33.66,38.6,4.94,1.15,40.63,25.1,24,"K",341,"HOPP",286000,0.0,11,115.7
"NOOA",44434,"R",1,2010,7,7,2014,7,8,"E","DPK","QDP","A",17,11,2012,16,58,0,"ROGN","SALIENT",864,70,36.09,40.07,3.98,1.11,37.99,25.2,24,"K",341,"HOPP",286000,0.0,11,119.5
"EQVI",991403,"L",1,2012,8,14,2014,1,10,"E","EHQ","DEP","A",17,11,2012,17,5,6,"JOPP","PRT",95,20,44.18,47.44,3.26,1.07,34.47,25.4,21,"J",311,"GOND",286000,0.0,75,141.7
"EQ",866858,"L",2,2011,12,10,2014,10,27,"E","EHQ","DEP","A",17,11,2012,17,5,6,"JOPP","PRT",343,15,43.45,45.15,1.7,1.04,37.24,23.8,21,"J",311,"GOND",286000,7333.62,65,141.4
"EQEA",454754,"R",1,2011,2,4,2014,2,16,"E","VXG","VAP","A",21,11,2012,4,7,36,"JOPP","PRT",656,125,29.72,35.77,6.05,1.2,36.09,23.8,20,"J",311,"GOND",286000,0.0,11,128.5
"VSVA",4392,"R",4,2011,7,17,2014,7,17,"E","VXG","VAP","A",21,11,2012,4,7,36,"JOPP","PRT",493,99,37.66,43.24,5.58,1.15,39.85,25.7,21,"J",311,"GOND",286000,0.0,65,126.7
"GHHA",58119,"R",1,2010,9,4,2013,9,4,"E","VXG","VAP","A",21,11,2012,4,7,36,"JOPP","PRT",809,36,44.38,63.97,19.59,1.44,39.77,34.9,23,"J",301,"GOND",286000,9723.7,61,137.4
"GHHA",7199,"R",2,2010,5,3,2013,5,3,"E","VXG","VFP","A",21,11,2012,14,31,31,"JOPP","PRT",933,95,36.93,40.79,3.86,1.1,38.84,27.0,23,"J",301,"GOND",286000,0.0,11,120.7
"EQ",867646,"R",2,2012,4,25,2014,10,5,"E","RNR","HEP","A",21,11,2012,4,34,0,"ROGN","SALIENT",210,114,37.61,40.74,3.13,1.08,40.18,22.2,21,"J",311,"GOND",286000,0.0,11,123.8
"WAXA",6062,"L",4,2010,6,27,2013,6,27,"E","NEE","HEP","B",19,11,2012,10,14,38,"WHET","PRT",876,46,32.55,34.43,1.88,1.06,22.83,21.4,24,"K",346,"HOPP",286000,0.0,60,112.7
"EQVI",933654,"L",4,2010,5,10,2013,5,10,"U","PDG","DOO","T",18,11,2012,12,22,0,"COCH","SALIENT",923,90,35.84,41.06,5.22,1.15,54.75,30.2,28,"K",384,"HOPP",263000,0.0,11,110.5
"EQ",866018,"L",3,2010,11,24,2013,3,26,"E","EHQ","EWP","A",21,11,2012,0,6,49,"JOPP","PRT",727,54,41.17,44.9,3.73,1.09,40.01,25.6,21,"J",311,"GOND",286000,0.0,65,135.0
"EQVI",999285,"R",2,2012,3,29,2014,8,30,"E","EHQ","EWP","A",21,11,2012,0,6,49,"JOPP","PRT",236,55,43.12,45.88,2.76,1.06,38.17,26.9,21,"J",311,"GOND",286000,0.0,65,134.2
"EQ",866018,"L",2,2010,11,24,2013,1,11,"E","EHQ","EWP","A",21,11,2012,0,6,49,"JOPP","PRT",727,54,42.58,48.67,6.09,1.14,40.01,25.6,21,"J",311,"GOND",286000,0.0,11,135.0
"EQVI",991895,"L",1,2010,10,24,2013,7,12,"E","EHQ","EWP","A",21,11,2012,0,6,49,"JOPP","PRT",758,102,36.54,38.43,1.89,1.05,35.32,25.2,21,"J",311,"GOND",286000,0.0,11,135.9
"JHPA",8647,"R",4,2010,9,23,2013,9,23,"E","NFV","QDP","A",20,11,2012,11,1,36,"AMAZ","PRT",789,118,32.17,35.88,3.71,1.12,53.31,23.6,21,"J",311,"GOND",286000,0.0,64,117.5
"JHPA",8508,"L",2,2011,7,17,2014,7,17,"E","NFV","QDP","A",20,11,2012,11,1,36,"AMAZ","PRT",492,42,35.83,38.75,2.92,1.08,53.89,21.5,21,"J",311,"GOND",286000,0.0,11,117.3
"EQVI",705490,"R",1,2012,7,5,2014,12,16,"X","YDZ","VBQ","H",18,11,2012,5,11,1,"MALT","PRT",136,10,36.07,43.28,7.21,1.2,33.88,31.5,30,"C",114,"HOPP",286000,0.0,11,115.2
"NFOA",28467,"L",1,2010,8,6,2014,10,26,"E","VDL","DWP","A",18,11,2012,23,7,52,"AMAZ","PRT",835,28,38.35,40.06,1.71,1.04,53.89,24.6,22,"J",311,"GOND",286000,0.0,65,126.8
"NFOA",28344,"R",3,2010,11,1,2013,11,1,"E","VDL","DWP","A",18,11,2012,23,7,52,"AMAZ","PRT",748,67,36.68,39.08,2.4,1.07,53.89,23.5,22,"J",311,"GOND",286000,0.0,11,122.3
"FLWA",833000,"R",3,2011,2,18,2014,2,18,"E","FUG","HWP","A",18,11,2012,11,3,0,"ROGN","SALIENT",639,62,38.39,52.5,14.11,1.37,30.66,22.2,22,"J",311,"GOND",286000,5706.24,65,122.4
"FLWA",833918,"R",1,2011,2,18,2014,2,18,"E","FUG","HWP","A",18,11,2012,11,3,0,"ROGN","SALIENT",639,76,35.06,40.46,5.4,1.15,29.9,22.6,21,"J",311,"GOND",286000,0.0,11,123.1
"EQVI",544308,"L",3,2010,11,29,2013,2,1,"Q","DWJ","ODF","A",21,11,2012,10,37,0,"BAGD","SALIENT",723,32,35.25,65.6,30.35,1.86,48.94,105.3,72,"S",635,"IFLT",491000,0.0,65,129.6
"EQVI",707684,"L",2,2010,7,18,2013,7,18,"X","UJW","FWH","A",19,11,2012,2,18,0,"MESA","SALIENT",855,78,36.88,43.97,7.09,1.19,55.07,31.7,30,"C",114,"HOPP",286000,0.0,11,115.1
"ZIFA",306,"L",3,2012,5,28,2014,2,24,"E","PDK","ZWP","A",20,11,2012,4,32,52,"AMAZ","PRT",176,137,37.08,38.39,1.31,1.04,58.32,21.8,20,"J",311,"GOND",286000,0.0,11,122.4
"ZIFA",749,"L",2,2010,11,18,2013,11,18,"E","PDK","ZWP","A",20,11,2012,4,32,52,"AMAZ","PRT",733,64,36.55,47.68,11.13,1.3,58.84,23.0,20,"J",311,"GOND",286000,0.0,65,125.5
"WLOA",75157,"L",1,2010,7,15,2014,11,25,"E","VOS","UZP","D",27,11,2012,3,1,0,"ROGN","SALIENT",866,109,33.81,38.4,4.59,1.14,37.41,21.0,20,"J",311,"GOND",286000,0.0,11,123.8
"NFOA",24378,"R",3,2010,4,18,2013,7,18,"E","VDL","EWP","A",24,11,2012,23,39,50,"AMAZ","PRT",951,23,36.44,39.53,3.09,1.08,54.63,25.4,22,"J",311,"GOND",286000,0.0,11,130.9
"FHIA",28998,"L",4,2012,6,11,2013,1,21,"M","EDU","EHO","A",24,11,2012,8,48,0,"BAGD","SALIENT",166,42,38.21,46.46,8.25,1.22,52.77,28.4,28,"C",612,"HOPP",286000,0.0,65,115.8
"EQVI",903258,"R",1,2012,10,26,2014,10,28,"E","FRE","QDP","A",24,11,2012,9,46,12,"JOPP","PRT",29,13,39.4,43.34,3.94,1.1,29.59,21.5,21,"J",311,"GOND",286000,0.0,11,136.4
"EQVI",992979,"L",1,2009,10,3,2014,5,21,"E","FRE","QDP","A",24,11,2012,9,46,12,"JOPP","PRT",1148,93,35.76,38.31,2.55,1.07,29.29,20.4,21,"J",311,"GOND",286000,3769.54,11,133.9
"EQ",867459,"L",4,2012,10,25,2014,8,4,"E","FRE","VFP","A",29,11,2012,18,50,41,"JOPP","PRT",35,24,36.87,38.97,2.1,1.06,41.87,28.4,21,"J",311,"GOND",286000,0.0,65,120.4
"NOOA",44337,"L",2,2008,9,16,2013,9,19,"E","DPK","QDP","A",24,11,2012,10,24,0,"ROGN","SALIENT",1530,9,33.99,38.71,4.72,1.14,39.92,25.1,24,"K",341,"HOPP",286000,0.0,11,119.4
"EQVI",560750,"R",2,2010,10,31,2013,10,31,"S","PHP","VFR","A",25,11,2012,21,6,0,"BAGD","SALIENT",756,22,19.27,23.57,4.3,1.22,44.12,131.4,89,"S",162,"IFLT",801000,0.0,11,246.9
"EQVI",990225,"L",2,2010,12,24,2014,12,11,"E","RNR","HEP","A",26,11,2012,0,10,0,"ROGN","SALIENT",702,55,34.14,39.39,5.25,1.15,37.2,21.5,21,"J",311,"GOND",286000,188.76,11,122.8
"EQ",868755,"R",4,2011,11,12,2013,9,4,"E","RNR","HEP","A",26,11,2012,0,10,0,"ROGN","SALIENT",379,116,33.5,37.42,3.92,1.12,38.41,22.3,21,"J",311,"GOND",286000,0.0,11,123.1
"WJQA",65619,"L",2,2012,5,14,2014,3,25,"E","VOS","QDP","D",26,11,2012,3,58,0,"ROGN","SALIENT",196,113,37.19,45.03,7.84,1.21,37.51,21.2,20,"J",311,"GOND",286000,0.0,65,125.7
"WJQA",63580,"R",2,2010,8,26,2013,8,26,"E","VOS","QDP","D",26,11,2012,3,58,0,"ROGN","SALIENT",823,119,40.71,43.59,2.88,1.07,37.7,20.8,20,"J",311,"GOND",286000,0.0,60,124.1
"WJQA",65772,"L",4,2010,10,18,2013,10,18,"E","VOS","QDP","D",26,11,2012,3,58,0,"ROGN","SALIENT",770,71,38.48,47.46,8.98,1.23,37.94,20.6,20,"J",311,"GOND",286000,0.0,60,126.3
"EQ",867641,"L",2,2012,6,12,2013,1,19,"E","UEH","VAP","A",24,11,2012,11,58,36,"VELO","PRT",165,43,38.51,41.92,3.41,1.09,40.01,26.9,21,"J",311,"GOND",286000,0.0,11,121.9
"KLSA",57488,"R",2,2011,8,15,2014,2,2,"E","GRO","HEP","D",28,11,2012,0,1,0,"ROGN","SALIENT",470,54,37.32,43.65,6.33,1.17,37.28,20.9,21,"J",311,"GOND",286000,0.0,65,124.2
"KLSA",57353,"L",2,2008,3,24,2014,12,6,"E","GRO","HEP","D",28,11,2012,0,1,0,"ROGN","SALIENT",1709,80,34.19,36.47,2.28,1.07,37.45,20.9,21,"J",311,"GOND",286000,0.0,11,122.5
"EQ",868194,"L",1,2010,3,27,2013,3,27,"E","EHQ","DEP","A",25,11,2012,22,33,0,"BMRK","SALIENT",974,101,34.15,36.44,2.29,1.07,23.92,22.6,21,"J",311,"GOND",286000,0.0,11,138.2
"EQVI",903138,"L",1,2011,10,19,2014,10,19,"E","EHQ","EWP","A",27,11,2012,20,52,26,"JOPP","PRT",405,84,32.58,34.75,2.17,1.07,36.49,25.8,21,"J",311,"GOND",286000,0.0,11,127.6
"EQ",866844,"L",4,2012,3,8,2013,12,27,"E","EHQ","EWP","A",27,11,2012,20,52,26,"JOPP","PRT",264,87,39.29,41.81,2.52,1.06,35.9,27.9,21,"J",311,"GOND",286000,0.0,25,134.3
"WWUA",603135,"L",4,2010,3,19,2013,3,19,"B","DOW","FKL","A",26,11,2012,23,43,23,"LEED","PRT",983,5,16.5,21.21,4.71,1.29,58.32,69.5,56,"Q",730,"IFLT",350700,0.0,11,51.4
"EQVI",708234,"R",4,2011,11,26,2014,11,26,"X","VZD","JQZ","A",26,11,2012,17,0,23,"GAGE","PRT",366,34,37.38,41.78,4.4,1.12,57.48,32.8,30,"C",114,"HOPP",286000,0.0,25,113.6
"EQVI",717305,"R",3,2010,3,23,2013,7,3,"X","PDG","KZP","A",24,11,2012,14,6,18,"PRAI","PRT",977,32,34.77,37.86,3.09,1.09,32.76,27.2,30,"C",114,"HOPP",286000,0.0,25,114.1
"EQ",869521,"R",1,2012,7,30,2014,1,13,"E","EHQ","EWP","A",24,11,2012,14,40,20,"JOPP","PRT",117,104,31.01,36.15,5.14,1.17,39.69,32.0,21,"J",311,"GOND",286000,0.0,11,136.2
"EQVI",992972,"R",2,2008,10,9,2012,12,20,"E","UEH","VAP","A",24,11,2012,15,2,15,"VELO","PRT",1507,113,40.4,78.23,37.83,1.94,34.17,24.1,21,"J",311,"GOND",286000,6983.16,60,125.1
"EQVI",991488,"L",4,2009,6,9,2012,12,4,"E","UEH","VAP","A",24,11,2012,15,2,15,"VELO","PRT",1264,76,36.35,43.97,7.62,1.21,36.96,27.7,21,"J",311,"GOND",286000,0.0,11,123.9
"EQVI",992004,"L",1,2009,11,22,2013,11,21,"E","UEH","VAP","A",24,11,2012,15,2,15,"VELO","PRT",1098,99,32.92,36.34,3.42,1.1,34.17,23.0,21,"J",311,"GOND",286000,0.0,11,123.9
"FHIA",71871,"R",1,2010,3,15,2013,6,15,"E","EHQ","EWP","A",27,11,2012,4,39,18,"JOPP","PRT",988,114,32.53,38.82,6.29,1.19,37.59,23.8,20,"J",311,"GOND",286000,0.0,11,135.6
"EQ",867230,"L",1,2012,4,10,2014,4,4,"E","EHQ","EWP","A",27,11,2012,4,39,18,"JOPP","PRT",231,15,34.24,43.68,9.44,1.28,36.42,25.9,22,"J",311,"GOND",286000,0.0,11,131.6
"EQVI",992432,"L",4,2012,7,16,2013,12,18,"E","EHQ","EWP","A",27,11,2012,4,39,18,"JOPP","PRT",134,94,41.6,45.6,4.0,1.1,38.54,26.5,20,"J",311,"GOND",286000,0.0,11,145.0
"EQVI",991704,"L",4,2012,8,21,2013,9,8,"E","EHQ","EWP","A",27,11,2012,4,39,18,"JOPP","PRT",98,37,30.65,34.11,3.46,1.11,36.56,24.6,21,"J",311,"GOND",286000,0.0,11,131.7
"EQVI",905714,"L",1,2012,7,16,2013,6,3,"E","EHQ","EWP","A",27,11,2012,4,39,18,"JOPP","PRT",134,96,41.76,43.38,1.62,1.04,37.38,26.8,20,"J",311,"GOND",286000,0.0,75,147.6
"UDZA",560,"R",2,2011,5,26,2014,5,26,"E","SUU","DWP","A",27,11,2012,23,57,46,"WHET","PRT",551,30,37.03,43.83,6.8,1.18,38.76,33.9,29,"J",301,"GOND",263000,0.0,11,112.9
"GHHA",223567,"R",1,2009,12,15,2013,11,1,"E","VXG","GNP","A",28,11,2012,0,57,43,"JOPP","PRT",1078,112,33.06,37.95,4.89,1.15,37.52,25.8,20,"J",311,"GOND",286000,0.0,75,133.6
"GHHA",7028,"R",4,2011,6,17,2014,6,17,"E","VXG","GNP","A",28,11,2012,0,57,43,"JOPP","PRT",529,21,32.6,37.78,5.18,1.16,37.81,28.0,23,"J",301,"GOND",286000,0.0,64,129.0
"EQVI",905407,"L",1,2011,2,11,2014,8,26,"E","FRE","VFP","A",25,11,2012,12,43,50,"JOPP","PRT",653,58,34.85,42.55,7.7,1.22,41.34,28.8,20,"J",311,"GOND",286000,7394.0,60,134.5
"DGOA",454746,"L",4,2011,6,12,2014,6,12,"E","VXG","GNP","A",24,11,2012,18,56,42,"JOPP","PRT",531,46,28.0,31.74,3.74,1.13,36.56,24.3,20,"J",311,"GOND",286000,0.0,11,126.9
"KHTA",9606,"L",2,2010,11,19,2013,11,19,"E","VXG","GNP","A",30,11,2012,13,0,29,"JOPP","PRT",742,95,41.73,43.41,1.68,1.04,40.42,33.0,21,"J",311,"GOND",286000,0.0,11,133.7
"EQVI",718031,"L",3,2011,3,4,2014,3,4,"X","NDK","PFX","M",26,11,2012,21,54,30,"JOPP","PRT",633,75,36.11,39.89,3.78,1.1,38.69,35.1,31,"C",114,"HOPP",286000,0.0,11,114.0
"EQVI",711459,"L",1,2010,8,2,2013,3,30,"X","WDF","VWH","M",25,11,2012,2,28,42,"VELO","PRT",846,47,28.51,44.38,15.87,1.56,37.81,42.1,31,"C",114,"HOPP",286000,2440.37,64,113.4
"SQMA",83988,"L",4,2010,3,2,2013,4,15,"E","GRO","HEP","D",28,11,2012,10,58,0,"ROGN","SALIENT",1002,36,37.97,42.84,4.87,1.13,35.43,21.3,20,"J",311,"GOND",286000,0.0,11,124.9
"WWHA",686285,"L",3,2011,8,29,2014,8,29,"B","VEG","QHH","A",24,11,2012,22,5,0,"BAGD","SALIENT",453,14,13.7,20.65,6.95,1.51,56.2,65.4,67,"Q",128,"IFLT",329000,0.0,11,55.4
"FLWA",834420,"L",4,2011,9,7,2014,10,24,"E","LRJ","FNP","A",24,11,2012,23,4,0,"ROGN","SALIENT",444,77,35.34,39.92,4.58,1.13,38.57,21.3,21,"J",311,"GOND",286000,0.0,11,122.8
"EQVI",903746,"R",1,2012,3,9,2013,5,3,"E","LRJ","FNP","A",24,11,2012,23,4,0,"ROGN","SALIENT",260,11,35.51,43.75,8.24,1.23,44.47,21.6,20,"J",311,"GOND",286000,0.0,11,125.2
"EQVI",563370,"R",1,2012,3,7,2013,7,18,"B","FKF","VHD","A",25,11,2012,5,28,0,"PEST","SALIENT",263,23,14.82,17.45,2.63,1.18,32.85,79.6,79,"S",332,"IFLT",660000,0.0,11,161.3
"EQVI",983819,"R",3,2010,1,16,2013,1,16,"E","FHF","UZP","A",27,11,2012,2,27,58,"VELO","PRT",1046,85,38.36,41.09,2.73,1.07,33.09,29.9,24,"K",341,"HOPP",286000,0.0,11,121.9
"EQVI",986642,"L",4,2010,7,23,2014,4,8,"E","FHF","UZP","A",27,11,2012,2,27,58,"VELO","PRT",858,128,28.84,30.67,1.83,1.06,33.59,27.6,24,"K",341,"HOPP",286000,0.0,11,110.0
"EQVI",992499,"R",1,2012,4,25,2014,9,13,"E","RNR","HEP","A",27,11,2012,8,48,0,"ROGN","SALIENT",216,78,36.28,39.53,3.25,1.09,38.74,21.0,20,"J",311,"GOND",286000,0.0,11,124.2
"EQVI",707333,"R",2,2011,2,2,2014,1,8,"X","OYZ","EGV","H",26,11,2012,5,45,13,"MALT","PRT",663,105,32.65,45.22,12.57,1.38,60.82,35.2,30,"C",114,"HOPP",286000,0.0,11,121.5
"VSVA",9897,"L",4,2012,8,2,2014,11,26,"E","VXG","VAP","A",25,11,2012,0,45,43,"JOPP","PRT",114,61,27.39,29.08,1.69,1.06,38.76,31.6,21,"J",311,"GOND",286000,0.0,11,118.9
"GHHA",223941,"L",1,2009,1,8,2014,10,23,"E","VXG","VAP","A",25,11,2012,0,45,43,"JOPP","PRT",1416,14,32.31,35.79,3.48,1.11,38.46,27.6,21,"J",311,"GOND",286000,9474.48,64,122.0
"IXUA",296070,"R",2,2010,12,22,2012,12,31,"E","WKK","QDP","A",26,11,2012,10,48,43,"AMAZ","PRT",705,5,36.88,39.29,2.41,1.07,50.73,30.3,22,"J",311,"GOND",286000,0.0,11,111.9
"IXUA",293317,"L",4,2008,4,8,2014,11,10,"E","WKK","QDP","A",26,11,2012,10,48,43,"AMAZ","PRT",1693,143,25.54,27.61,2.07,1.08,51.39,23.1,22,"J",311,"GOND",286000,10294.19,60,99.5
"FLWA",733972,"R",4,2011,6,17,2014,6,17,"E","WKK","QDP","A",26,11,2012,10,48,43,"AMAZ","PRT",528,56,26.3,29.15,2.85,1.11,54.04,22.2,21,"J",311,"GOND",286000,12640.67,11,88.8
"ZIDA",98347,"L",1,2010,9,25,2013,9,25,"E","KRK","QDP","A",25,11,2012,2,13,0,"ROGN","SALIENT",792,73,31.64,36.65,5.01,1.16,37.6,24.8,24,"K",341,"HOPP",286000,0.0,11,120.1
"ZIDA",98354,"R",4,2010,12,16,2013,5,17,"E","KRK","QDP","A",25,11,2012,2,13,0,"ROGN","SALIENT",710,63,37.83,75.42,37.59,1.99,37.37,25.5,24,"K",341,"HOPP",286000,6436.21,75,118.1
"EQ",868613,"L",4,2011,6,6,2013,2,11,"E","FRE","EWP","A",28,11,2012,20,55,34,"JOPP","PRT",541,57,33.39,45.69,12.3,1.37,35.32,26.5,21,"J",311,"GOND",286000,399.68,65,125.2
"EQVI",905418,"L",1,2012,2,4,2013,1,8,"E","FRE","EWP","A",28,11,2012,20,55,34,"JOPP","PRT",298,82,40.49,59.94,19.45,1.48,33.03,26.7,20,"J",311,"GOND",286000,0.0,75,129.8
"KHTA",9409,"R",1,2010,6,8,2013,6,8,"E","VXG","VFP","A",25,11,2012,23,28,51,"JOPP","PRT",901,76,33.1,35.79,2.69,1.08,37.38,29.9,21,"J",311,"GOND",286000,0.0,11,127.7
"SQMA",84322,"L",2,2010,12,16,2013,1,21,"E","VOS","QDP","D",27,11,2012,14,23,0,"ROGN","SALIENT",712,11,30.17,36.1,5.93,1.2,31.75,21.3,20,"J",311,"GOND",286000,0.0,11,124.3
"WJQA",65491,"L",2,2010,6,3,2014,12,30,"E","VOS","ENP","D",28,11,2012,14,59,0,"ROGN","SALIENT",909,32,36.97,41.13,4.16,1.11,38.98,21.5,20,"J",311,"GOND",286000,0.0,11,124.6
