"car_initial","car_number","axle_side","eqp_axle_nbr","Start_year","Start_month","start_date","end_year","End_month","End_date","Train_type","origin_station","destination_station","Train_Priority","kipread_day","kipread_month","kipread_year","kipread_hour","kipread_minute","kipread_secs","VNDR_EDR_NME","EDR_VNDR","AGE","EQP_SEQ_NBR","WHL_AVG_KIPS","WHL_PEAK_KIPS","WHL_DYN_KIPS","WHL_DYN_RATIO","EDR_EQP_SPD","EQP_GRS_TONS","TARE","car_type","car_characteristic","EQP_GRP","GRS_RAIL_WGT","KIPDAYS","RPR_WHY_CD","weight"
"JUGA",5884,"L",3,2011,4,23,2014,4,23,"E","NFF","UZP","A",21,10,2013,23,54,0,"AURO","SALIENT",912,46,32.63,39.72,7.09,1.22,36.97,20.5,20,"J",311,"GOND",286000,0.0,11,124.6
"RJVA",5329,"R",4,2008,11,2,2014,5,17,"E","FOR","HEP","A",26,10,2013,2,43,0,"AURO","SALIENT",1819,84,40.75,43.95,3.2,1.08,45.25,21.1,21,"J",311,"GOND",286000,0.0,65,123.2
"WJQA",63672,"R",1,2010,1,18,2013,11,28,"E","VOF","FNP","A",30,10,2013,19,38,0,"AURO","SALIENT",1381,127,32.86,43.58,10.72,1.33,46.22,20.6,20,"J",311,"GOND",286000,0.0,65,125.0
"WAXA",6787,"R",3,2011,1,19,2014,1,19,"E","NFP","ENP","A",3,11,2013,0,35,0,"AURO","SALIENT",1019,100,38.12,42.72,4.6,1.12,45.02,24.2,24,"K",346,"HOPP",286000,0.0,60,121.3
"KSMA",83534,"L",2,2011,6,9,2014,6,9,"E","VOF","ENP","A",1,11,2013,18,5,0,"AURO","SALIENT",876,52,32.98,47.31,14.33,1.43,44.23,20.4,21,"J",311,"GOND",286000,0.0,11,122.5
"EQVI",707527,"R",3,2009,2,3,2014,2,25,"X","LQE","EHQ","A",2,11,2013,8,53,0,"BMRK","SALIENT",1733,59,31.81,69.51,37.7,2.19,25.44,31.7,30,"C",114,"HOPP",286000,3590.97,65,110.9
"DUSA",5304,"R",1,2012,5,24,2014,7,25,"M","VSR","HYH","A",31,10,2013,0,27,0,"PEST","SALIENT",524,47,31.46,32.38,0.92,1.03,33.35,31.2,30,"C",113,"HOPP",263000,0.0,76,100.8
"EQ",869739,"L",4,2013,1,10,2014,11,3,"E","EHQ","DEP","A",12,11,2013,13,39,50,"JOPP","PRT",306,75,30.77,35.11,4.34,1.14,24.03,24.2,21,"J",311,"GOND",286000,5042.17,11,113.2
"NFOA",21433,"R",3,2011,7,9,2014,7,9,"E","VDL","ZWP","A",12,11,2013,22,52,0,"AURO","SALIENT",857,20,38.87,42.83,3.96,1.1,41.71,25.5,21,"J",311,"GOND",286000,0.0,11,124.9
"EQVI",905539,"R",1,2011,6,21,2014,7,1,"E","EHQ","ZWP","A",7,11,2013,13,18,11,"JOPP","PRT",870,88,29.2,32.33,3.13,1.11,26.34,20.8,20,"J",311,"GOND",286000,0.0,60,106.2
"WWUA",693334,"L",4,2011,2,19,2014,2,19,"B","VVH","SWO","A",14,11,2013,3,26,24,"KYRO","PRT",999,18,17.26,31.73,14.47,1.84,49.87,69.8,57,"Q",730,"IFLT",355000,0.0,11,85.0
"EQVI",562173,"R",3,2012,9,22,2014,2,24,"S","FKF","WDF","A",11,11,2013,23,20,0,"PEST","SALIENT",415,33,18.52,23.12,4.6,1.25,34.26,135.0,88,"S",162,"IFLT",802000,0.0,61,103.7
"GEXA",635385,"L",3,2011,2,27,2014,2,27,"U","JDW","HOX","T",14,11,2013,0,44,0,"BMRK","SALIENT",991,48,30.51,44.04,13.53,1.44,26.06,33.9,32,"T",108,"TANK",263000,4990.49,65,93.1
"KEZA",22300,"R",2,2008,4,6,2013,12,12,"E","PKV","FUP","A",10,11,2013,6,14,0,"AURO","SALIENT",2044,75,34.37,40.68,6.31,1.18,50.62,24.4,23,"K",346,"HOPP",286000,0.0,78,120.0
"PLOA",8331,"R",3,2011,8,19,2014,8,19,"E","SHN","QDP","A",8,11,2013,13,24,0,"AURO","SALIENT",812,88,37.81,42.08,4.27,1.11,41.8,25.2,24,"K",341,"HOPP",286000,0.0,64,119.3
"PLOA",8331,"R",1,2011,8,19,2014,8,19,"E","SHN","QDP","A",8,11,2013,13,24,0,"AURO","SALIENT",812,88,32.31,37.36,5.05,1.16,41.8,25.2,24,"K",341,"HOPP",286000,0.0,11,119.3
"MKPA",1350,"R",3,2011,4,17,2014,4,17,"E","SDH","DWP","A",9,11,2013,17,48,0,"AURO","SALIENT",937,133,37.68,44.9,7.22,1.19,47.41,25.5,24,"K",341,"HOPP",286000,0.0,11,120.1
"EQVI",903168,"R",2,2010,3,23,2014,9,18,"E","UEH","VAP","A",9,11,2013,21,54,0,"VELO","PRT",1327,89,37.42,42.29,4.87,1.13,35.04,22.5,21,"J",311,"GOND",286000,0.0,60,121.0
"WLOA",75271,"R",3,2011,4,2,2014,4,2,"E","VOF","FNP","A",10,11,2013,3,52,0,"AURO","SALIENT",953,30,38.25,44.36,6.11,1.16,52.41,21.4,20,"J",311,"GOND",286000,0.0,11,124.5
"FHIA",94286,"R",4,2012,3,25,2014,10,9,"E","SKS","QDP","A",11,11,2013,11,11,0,"AURO","SALIENT",596,103,38.09,48.56,10.47,1.27,37.7,24.6,24,"K",341,"HOPP",286000,0.0,11,122.4
"EQVI",933398,"L",4,2010,1,4,2014,7,29,"U","PDG","DOO","T",12,11,2013,17,4,0,"COCH","SALIENT",1408,79,34.17,40.34,6.17,1.18,54.17,30.3,28,"K",384,"HOPP",263000,1406.88,64,109.2
"FROA",7842,"R",1,2010,3,29,2014,12,19,"E","VSF","EDP","A",14,11,2013,13,24,44,"JOPP","PRT",1326,105,30.22,30.03,-0.19,0.99,29.24,21.3,21,"J",311,"GOND",286000,0.0,11,111.7
"SSHA",4629,"L",4,2011,5,21,2014,5,21,"E","RSS","ZWP","B",25,11,2013,16,5,0,"AURO","SALIENT",919,110,35.91,42.93,7.02,1.2,47.25,21.5,21,"J",311,"GOND",286000,0.0,64,123.3
"RYHA",9848,"R",2,2011,9,24,2014,9,24,"E","RNR","QUP","A",27,11,2013,1,54,0,"ROGN","SALIENT",795,51,36.1,43.15,7.05,1.2,26.11,20.6,21,"J",311,"GOND",286000,0.0,11,124.2
"IXUA",296095,"L",4,2011,5,2,2014,5,2,"E","WKK","QDP","A",21,11,2013,12,58,0,"AURO","SALIENT",934,113,38.53,53.93,15.4,1.4,38.64,22.7,21,"J",311,"GOND",286000,0.0,11,125.7
"FLWA",833567,"R",3,2010,10,17,2014,1,3,"E","FHE","QDP","A",22,11,2013,9,56,0,"AURO","SALIENT",1132,22,38.62,44.84,6.22,1.16,51.05,22.2,20,"J",311,"GOND",286000,9876.96,11,124.7
"GHHA",8262,"R",2,2011,12,13,2014,12,13,"E","VXG","ZWP","A",25,11,2013,20,9,52,"JOPP","PRT",713,57,35.02,37.61,2.59,1.07,24.25,26.1,23,"J",301,"GOND",286000,0.0,73,117.1
"HVFA",9367,"L",2,2010,8,30,2014,9,12,"E","FHE","EDP","A",21,11,2013,17,27,0,"AURO","SALIENT",1179,86,36.44,42.52,6.08,1.17,37.75,20.6,21,"J",311,"GOND",286000,0.0,65,123.1
"NSOA",7335,"L",3,2011,1,26,2014,1,26,"E","OUW","EWP","A",26,11,2013,23,58,0,"AURO","SALIENT",1035,124,35.83,50.81,14.98,1.42,48.72,25.2,24,"K",341,"HOPP",286000,7887.83,11,121.5
"IXUA",293462,"L",4,2011,7,22,2014,7,22,"E","WKK","QDP","A",25,11,2013,2,38,0,"AURO","SALIENT",857,127,40.84,44.77,3.93,1.1,37.78,22.9,22,"J",311,"GOND",286000,0.0,11,124.1
"EQVI",904629,"L",2,2012,2,9,2014,10,1,"E","FHE","QDP","A",24,11,2013,4,13,0,"AURO","SALIENT",654,126,38.18,44.86,6.68,1.17,41.82,21.3,20,"J",311,"GOND",286000,0.0,11,125.0
"GEXA",635375,"L",4,2011,1,14,2014,1,14,"U","FAS","HOX","T",27,11,2013,15,42,0,"BMRK","SALIENT",1048,69,31.92,70.54,38.62,2.21,23.95,33.8,32,"T",108,"TANK",263000,1307.66,65,92.2
"OQWA",552,"L",3,2011,1,20,2014,2,24,"E","NHE","ENP","A",28,11,2013,3,19,0,"AURO","SALIENT",1043,116,33.9,40.68,6.78,1.2,45.41,33.1,24,"K",341,"HOPP",286000,0.0,11,119.3
"FWFA",64058,"L",1,2011,4,13,2014,4,13,"U","JDW","WQG","T",6,10,2012,11,10,30,"AMAZ","PRT",542,9,27.32,28.55,1.23,1.05,22.78,29.9,32,"T",108,"TANK",263000,0.0,65,89.5
"UZVA",27680,"L",3,2010,6,4,2013,6,4,"E","PKV","QDP","C",7,10,2012,5,17,46,"AMAZ","PRT",856,13,38.7,41.37,2.67,1.07,21.29,24.4,26,"K",346,"HOPP",286000,0.0,11,120.5
"WONA",45601,"L",4,2011,11,29,2014,10,23,"E","POW","QDP","A",9,10,2012,19,32,0,"ROGN","SALIENT",315,90,33.25,36.17,2.92,1.09,47.29,20.9,21,"J",311,"GOND",286000,0.0,11,122.2
"EQVI",713300,"R",2,2009,7,29,2013,3,6,"X","ZDZ","DYL","A",8,10,2012,10,2,14,"MALT","PRT",1167,16,33.0,54.68,21.68,1.66,48.86,37.6,31,"C",114,"HOPP",286000,1169.89,61,112.8
"GHHA",93736,"L",4,2010,12,19,2013,12,19,"E","VXF","VFP","A",11,10,2012,6,44,40,"JOPP","PRT",662,49,32.13,37.64,5.51,1.17,41.78,27.4,20,"J",311,"GOND",286000,0.0,11,118.9
"EQVI",711637,"L",4,2011,8,4,2014,8,4,"X","NDK","FYQ","A",9,10,2012,22,33,2,"JOPP","PRT",432,93,45.03,47.01,1.98,1.04,37.88,35.1,31,"C",114,"HOPP",286000,0.0,11,122.5
"XWOA",532748,"R",3,2009,11,12,2014,4,3,"U","PLA","VWQ","T",7,10,2012,16,19,0,"COCH","SALIENT",1060,33,31.12,40.12,9.0,1.29,54.18,34.4,32,"T",108,"TANK",263000,0.0,65,97.3
"QFXA",45751,"R",4,2008,11,20,2014,7,16,"E","VIN","EWP","A",7,10,2012,23,38,17,"AMAZ","PRT",1417,119,30.24,33.79,3.55,1.12,37.24,24.9,24,"K",341,"HOPP",286000,0.0,11,104.0
"EQVI",715291,"L",2,2012,6,12,2013,11,18,"X","HQL","EUH","A",10,10,2012,6,8,0,"COCH","SALIENT",120,58,38.4,44.85,6.45,1.17,57.75,31.3,31,"C",114,"HOPP",286000,0.0,11,115.4
"EQVI",992137,"L",1,2010,8,3,2012,11,5,"E","FHE","QDP","A",8,10,2012,15,55,10,"PRAI","PRT",797,79,37.86,43.0,5.14,1.14,46.68,26.3,21,"J",311,"GOND",286000,0.0,11,123.3
"JFFA",6653,"L",4,2009,9,25,2014,10,8,"E","NFK","EWP","A",9,12,2013,23,8,0,"AURO","SALIENT",1536,67,35.68,40.06,4.38,1.12,32.75,25.9,21,"J",311,"GOND",286000,0.0,11,122.4
"WAXA",83438,"L",4,2011,7,22,2014,6,25,"E","NFP","ENP","A",1,12,2013,22,40,0,"AURO","SALIENT",863,52,35.6,44.58,8.98,1.25,57.72,26.2,24,"K",346,"HOPP",286000,0.0,11,117.3
"NFOA",24342,"R",4,2011,11,19,2014,11,19,"E","VDL","EWP","A",10,12,2013,1,3,0,"AURO","SALIENT",752,63,37.12,41.38,4.26,1.11,45.16,23.4,22,"J",311,"GOND",286000,0.0,60,123.5
"RJVA",5617,"R",3,2010,3,26,2014,5,26,"E","FOR","HEP","A",2,12,2013,6,56,0,"AURO","SALIENT",1347,22,37.48,42.08,4.6,1.12,41.72,21.7,21,"J",311,"GOND",286000,0.0,11,123.3
"EQ",869511,"L",4,2011,5,18,2014,4,25,"E","FRE","GNP","A",2,12,2013,9,32,1,"JOPP","PRT",929,88,28.55,28.55,0.0,1.0,25.58,23.2,21,"J",311,"GOND",286000,0.0,61,103.9
"EQVI",903934,"L",1,2013,1,7,2014,1,15,"E","EHQ","DEP","A",3,12,2013,21,18,56,"JOPP","PRT",330,50,29.29,34.58,5.29,1.18,23.93,24.8,21,"J",311,"GOND",286000,6293.66,11,105.5
"DHSA",7298,"R",4,2011,10,3,2014,10,3,"E","RNR","QDP","A",13,12,2013,4,23,0,"ROGN","SALIENT",802,70,36.3,45.29,8.99,1.25,37.2,20.9,20,"J",311,"GOND",286000,0.0,11,124.3
"WONA",45834,"L",4,2012,2,14,2014,10,19,"E","POW","DWP","A",10,12,2013,11,55,0,"ROGN","SALIENT",665,81,34.82,39.2,4.38,1.13,24.06,21.7,21,"J",311,"GOND",286000,0.0,11,122.1
"WAXA",6481,"R",4,2011,9,8,2014,9,8,"E","NEE","HEP","G",5,12,2013,13,10,0,"AURO","SALIENT",819,34,38.99,44.88,5.89,1.15,42.78,24.4,24,"K",346,"HOPP",286000,0.0,11,121.8
"WONA",45775,"L",3,2011,7,14,2014,7,14,"E","POW","QDP","A",12,12,2013,9,5,0,"ROGN","SALIENT",882,62,34.82,42.0,7.18,1.21,21.03,21.5,21,"J",311,"GOND",286000,0.0,11,121.9
"EQVI",904852,"R",3,2010,6,7,2014,10,7,"E","EHQ","HWP","A",20,12,2013,22,55,7,"JOPP","PRT",1292,49,23.17,27.19,4.02,1.17,24.18,28.1,20,"J",311,"GOND",286000,0.0,11,90.9
"WLOA",753009,"R",1,2011,9,13,2014,9,13,"E","PKN","HWP","A",21,12,2013,23,32,0,"AURO","SALIENT",830,113,31.15,36.54,5.39,1.17,39.03,24.4,24,"H",351,"HOPP",286000,14057.69,11,120.2
"RJVA",5677,"R",2,2011,2,2,2014,2,2,"E","FOR","HEP","A",22,12,2013,1,11,0,"AURO","SALIENT",1054,78,37.14,43.59,6.45,1.17,52.61,23.5,21,"J",311,"GOND",286000,0.0,64,126.9
"EQVI",14172,"L",2,2011,2,20,2014,2,20,"M","EDU","VWR","A",16,12,2013,16,49,0,"WINT","SALIENT",1030,79,31.3,77.12,45.82,2.46,55.88,48.0,45,"R",600,"BOXC",263000,3592.1,65,76.5
"EQVI",586048,"L",3,2011,10,15,2014,7,14,"Z","GHQ","FKL","A",21,12,2013,11,28,32,"LEED","PRT",798,23,34.65,41.63,6.98,1.2,63.98,113.6,67,"S",635,"IFLT",485500,0.0,65,121.6
"DGOA",833407,"L",1,2011,9,23,2014,9,23,"U","KDB","EHU","A",16,12,2013,19,0,0,"COCH","SALIENT",815,35,31.78,37.65,5.87,1.18,54.33,34.1,33,"T",108,"TANK",263000,0.0,11,100.0
"GHWA",213440,"R",1,2011,12,30,2014,11,3,"E","VXG","GNP","A",21,12,2013,13,42,0,"AURO","SALIENT",722,9,36.53,97.01,60.48,2.66,50.85,27.2,21,"J",311,"GOND",286000,3880.57,75,127.1
"EQVI",992162,"L",3,2012,10,23,2014,6,1,"E","FRE","HWP","A",22,12,2013,1,50,13,"JOPP","PRT",425,9,30.4,41.51,11.11,1.37,20.71,25.2,21,"J",311,"GOND",286000,0.0,11,98.7
"FHIA",93486,"L",1,2011,2,3,2014,2,3,"E","VOZ","EWP","A",16,12,2013,23,37,0,"AURO","SALIENT",1047,4,37.25,48.65,11.4,1.31,52.36,27.6,25,"K",341,"HOPP",286000,0.0,11,120.4
"EQVI",905523,"L",1,2011,12,6,2014,9,19,"E","FRE","ZWP","A",17,12,2013,2,17,8,"JOPP","PRT",742,100,30.02,34.51,4.49,1.15,29.03,31.6,20,"J",311,"GOND",286000,4019.54,11,97.2
"EQVI",992227,"R",1,2013,12,15,2014,7,22,"E","FRE","ZWP","A",17,12,2013,2,17,8,"JOPP","PRT",2,97,31.74,33.94,2.2,1.07,28.41,23.2,20,"J",311,"GOND",286000,0.0,11,94.3
"JDWA",539524,"L",1,2011,4,13,2014,4,13,"U","SWZ","WQG","T",18,12,2013,20,44,14,"MALT","PRT",980,105,35.72,44.72,9.0,1.25,52.68,34.4,33,"T",108,"TANK",263000,0.0,11,94.2
"FLWA",833318,"L",1,2010,6,6,2014,3,26,"E","NFF","UZP","A",21,12,2013,3,43,0,"AURO","SALIENT",1294,51,37.66,43.25,5.59,1.15,36.74,20.9,20,"J",311,"GOND",286000,0.0,11,122.9
"GWWA",781478,"R",3,2011,11,20,2014,11,20,"B","VFR","OSF","A",26,12,2013,17,57,0,"DEAN","SALIENT",767,4,22.6,28.65,6.05,1.27,52.8,26.1,25,"S",116,"IFLT",220000,0.0,11,79.8
"EQ",866919,"R",4,2011,8,22,2014,8,22,"E","FUG","HWP","A",26,12,2013,1,51,0,"ROGN","SALIENT",857,91,33.69,39.88,6.19,1.18,57.36,29.8,21,"J",311,"GOND",286000,0.0,60,125.3
"EQVI",718223,"L",3,2011,10,17,2014,10,17,"X","ZHO","EHW","A",18,12,2013,0,19,0,"AMAZ","PRT",793,96,32.14,54.35,22.21,1.69,26.69,24.6,31,"C",114,"HOPP",286000,15.31,65,101.2
"FDHJ",876,"L",1,2011,1,2,2014,1,2,"E","GXG","EWP","A",18,12,2013,14,2,0,"AURO","SALIENT",1081,11,39.61,48.27,8.66,1.22,49.05,28.8,22,"J",312,"GOND",286000,6939.89,11,124.6
"FRDA",21707,"L",3,2011,10,28,2014,10,28,"E","NHE","ENP","A",19,12,2013,8,12,0,"AURO","SALIENT",783,8,35.65,47.86,12.21,1.34,51.03,26.9,24,"K",341,"HOPP",286000,20.48,11,120.5
"EQVI",984892,"R",2,2011,1,21,2014,5,14,"E","VOZ","EWP","A",19,12,2013,9,41,0,"AURO","SALIENT",1063,95,35.2,39.4,4.2,1.12,54.13,26.0,24,"K",341,"HOPP",286000,0.0,11,120.8
"JEUA",53509,"R",4,2011,8,23,2014,8,23,"E","FHF","VFP","C",22,12,2013,19,24,0,"VELO","PRT",852,15,30.75,73.3,42.55,2.38,43.47,31.5,25,"K",341,"HOPP",286000,2788.38,11,115.8
"EQVI",992465,"L",1,2009,8,15,2014,6,2,"E","UEH","VAP","A",20,12,2013,21,39,0,"VELO","PRT",1588,102,26.23,30.81,4.58,1.17,32.21,21.0,20,"J",311,"GOND",286000,8644.92,11,93.3
"EQVI",562488,"R",7,2008,7,8,2014,6,27,"B","SWO","VVH","A",20,12,2013,22,7,49,"KYRO","PRT",1991,5,25.22,33.65,8.43,1.33,46.18,97.8,88,"S",162,"IFLT",801000,0.0,65,192.9
"FHIA",75204,"R",2,2011,2,14,2014,3,19,"E","LRJ","FNP","F",5,1,2014,11,41,0,"ROGN","SALIENT",1056,59,36.54,45.36,8.82,1.24,55.04,22.9,21,"J",311,"GOND",286000,0.0,11,124.3
"WWUA",885460,"L",4,2011,1,6,2014,1,6,"Z","VVH","FKF","A",30,12,2013,8,19,0,"COCH","SALIENT",1089,10,21.9,43.75,21.85,2.0,56.96,71.3,54,"Q",730,"IFLT",348400,17102.52,68,72.4
"WJQA",65067,"R",3,2011,7,14,2014,7,14,"E","VOF","ENP","A",30,12,2013,15,17,0,"AURO","SALIENT",900,24,35.13,41.54,6.41,1.18,35.3,19.8,20,"J",311,"GOND",286000,0.0,11,123.9
"FHIA",76258,"R",1,2012,7,23,2014,9,23,"E","UEH","VAP","A",7,1,2014,0,49,0,"VELO","PRT",532,73,27.51,34.88,7.37,1.27,36.66,25.5,22,"J",311,"GOND",286000,0.0,11,100.4
"FDHJ",59884,"L",3,2011,6,28,2014,6,28,"E","GXG","EWP","A",1,1,2014,14,40,0,"AURO","SALIENT",918,73,33.79,40.45,6.66,1.2,35.7,21.0,20,"J",311,"GOND",286000,0.0,11,123.7
"GHHA",223937,"R",4,2008,7,29,2014,11,26,"E","FFP","ZWP","A",10,1,2014,13,0,0,"AURO","SALIENT",1991,111,41.05,45.11,4.06,1.1,34.55,22.8,20,"J",311,"GOND",286000,4117.35,11,125.1
"DHSA",7729,"R",4,2011,9,8,2014,9,8,"E","RNR","FDP","A",3,1,2014,13,6,0,"ROGN","SALIENT",848,67,37.16,39.86,2.7,1.07,28.34,25.1,22,"J",311,"GOND",286000,0.0,11,120.4
"JFFA",6653,"L",4,2009,9,25,2014,10,8,"E","NFK","ZWP","A",5,1,2014,16,9,0,"AURO","SALIENT",1563,70,32.59,36.79,4.2,1.13,36.14,22.4,21,"J",311,"GOND",286000,0.0,11,122.6
"EQ",866096,"L",1,2010,10,28,2014,8,22,"E","FUG","ZWP","A",10,1,2014,3,31,0,"ROGN","SALIENT",1170,122,35.13,37.75,2.62,1.07,54.5,22.0,21,"J",311,"GOND",286000,0.0,11,119.9
"EQVI",903373,"R",1,2012,9,13,2014,11,1,"E","FRE","HWP","A",9,1,2014,2,59,0,"BMRK","SALIENT",483,28,27.02,29.03,2.01,1.07,24.87,35.9,20,"J",311,"GOND",286000,0.0,60,94.6
"EQ",866812,"L",1,2009,11,18,2014,11,7,"E","UEH","VAP","A",6,1,2014,6,38,0,"VELO","PRT",1510,21,36.03,38.15,2.12,1.06,44.94,25.2,20,"J",311,"GOND",286000,0.0,11,120.0
"EQ",869585,"L",1,2012,7,10,2014,2,15,"E","UEH","VAP","A",13,1,2014,20,46,0,"PEST","SALIENT",552,19,34.0,49.23,15.23,1.45,35.73,23.3,21,"J",311,"GOND",286000,2151.85,11,106.8
"JFFA",6843,"L",4,2011,6,3,2014,6,3,"E","VDL","EDP","A",22,1,2014,22,0,0,"AURO","SALIENT",964,52,28.13,35.2,7.07,1.25,41.15,22.0,21,"J",311,"GOND",286000,0.0,11,123.3
"SQMA",83385,"R",4,2011,5,28,2014,5,28,"E","VOF","ENP","A",24,1,2014,0,29,0,"AURO","SALIENT",972,123,41.17,45.27,4.1,1.1,43.0,20.4,21,"J",311,"GOND",286000,0.0,60,121.2
"EQ",869668,"L",3,2010,7,27,2014,11,17,"E","LRJ","FNP","L",22,1,2014,11,54,0,"ROGN","SALIENT",1275,49,33.98,36.08,2.1,1.06,60.66,24.7,21,"J",311,"GOND",286000,0.0,60,121.4
"EQ",867700,"L",1,2011,12,30,2014,7,18,"E","FHE","QDP","A",15,1,2014,11,8,0,"AURO","SALIENT",747,108,33.73,71.27,37.54,2.11,48.21,23.5,21,"J",311,"GOND",286000,1756.94,65,109.6
"NFOA",639434,"R",1,2008,10,28,2014,1,27,"E","NFO","ZWP","A",21,1,2014,6,59,0,"AURO","SALIENT",1911,79,30.82,40.4,9.58,1.31,51.22,21.5,20,"J",311,"GOND",286000,4933.34,11,124.6
"WJQA",63166,"R",1,2011,12,18,2014,12,18,"E","GRO","UZP","C",16,1,2014,2,36,0,"ROGN","SALIENT",760,99,34.14,40.29,6.15,1.18,23.24,20.1,20,"J",311,"GOND",286000,9070.29,11,123.8
"FLWA",833792,"R",3,2011,8,3,2014,8,3,"E","KDI","UZP","B",16,1,2014,13,5,0,"CHRS","PRT",897,82,40.25,45.06,4.81,1.12,31.95,24.3,20,"J",311,"GOND",286000,0.0,11,122.6
"FDHJ",157805,"L",2,2011,3,6,2014,3,6,"E","VFQ","QDP","A",22,1,2014,1,11,0,"AURO","SALIENT",1053,52,37.27,41.25,3.98,1.11,50.61,28.2,25,"K",341,"HOPP",286000,0.0,11,120.1
"DHUA",57317,"R",2,2011,10,11,2014,10,11,"E","GXG","EWP","A",16,1,2014,20,25,0,"AURO","SALIENT",828,112,36.2,40.15,3.95,1.11,39.02,21.2,21,"J",311,"GOND",286000,0.0,11,124.3
"KSMA",888657,"R",4,2011,3,10,2014,3,10,"E","YLO","QDP","A",15,1,2014,7,26,0,"BMRK","SALIENT",1042,22,26.98,36.35,9.37,1.35,24.6,27.8,24,"K",341,"HOPP",286000,0.0,11,94.3
"EQVI",990348,"R",1,2011,5,27,2014,5,27,"E","EHQ","ZWP","A",24,1,2014,23,28,0,"BMRK","SALIENT",973,50,33.85,36.83,2.98,1.09,23.85,41.8,21,"J",311,"GOND",286000,18758.8,11,98.5
"EQ",868990,"L",3,2010,4,4,2014,6,2,"E","FRE","QDP","A",16,1,2014,23,53,0,"AURO","SALIENT",1383,40,36.06,40.61,4.55,1.13,44.32,25.0,21,"J",311,"GOND",286000,0.0,11,122.8
"FSRA",43898,"R",2,2011,3,11,2014,3,11,"E","FJZ","ZWP","A",17,1,2014,14,13,0,"AURO","SALIENT",1043,34,28.94,79.98,51.04,2.76,40.91,21.2,20,"J",311,"GOND",286000,2067.6,61,124.3
"IXUA",294820,"R",2,2011,12,20,2014,12,20,"E","UEH","VFP","A",22,1,2014,22,15,0,"PEST","SALIENT",764,112,36.94,42.4,5.46,1.15,25.18,24.2,23,"J",301,"GOND",286000,0.0,13,116.6
"EQEA",4326,"R",1,2012,12,5,2014,5,26,"E","FUG","ZWP","A",18,1,2014,21,51,0,"ROGN","SALIENT",409,80,36.78,49.47,12.69,1.35,39.12,21.3,20,"J",311,"GOND",286000,0.0,61,123.1
"GHHA",8552,"L",4,2011,3,2,2014,6,7,"E","FAW","DWP","A",22,1,2014,13,14,0,"AURO","SALIENT",1057,4,25.62,31.18,5.56,1.22,36.59,27.3,22,"J",301,"GOND",286000,0.0,11,108.4
"EQVI",985265,"L",2,2009,4,16,2014,8,11,"E","VIE","FUP","A",4,2,2014,8,52,0,"AURO","SALIENT",1755,24,38.9,45.43,6.53,1.17,53.98,26.4,24,"K",341,"HOPP",286000,0.0,11,117.8
"GWWA",799692,"R",1,2011,3,1,2014,3,1,"B","OSN","FKF","A",7,2,2014,19,44,0,"DEAN","SALIENT",1074,48,18.89,26.7,7.81,1.41,67.57,29.0,27,"S",615,"IFLT",220000,0.0,11,52.1
"EQVI",991717,"L",3,2010,8,26,2014,6,19,"E","UEH","VFP","A",6,2,2014,11,19,0,"PEST","SALIENT",1260,44,34.39,39.37,4.98,1.14,34.82,23.7,21,"J",311,"GOND",286000,0.0,11,120.0
"WLOA",75785,"R",2,2011,6,9,2014,6,9,"E","WKK","QDP","A",30,1,2014,19,41,0,"AURO","SALIENT",966,82,36.14,43.91,7.77,1.21,49.2,21.3,20,"J",311,"GOND",286000,0.0,60,124.7
"FDLA",77737,"R",3,2011,12,13,2014,12,13,"E","GRO","UZP","C",30,1,2014,9,25,0,"ROGN","SALIENT",779,111,37.99,41.41,3.42,1.09,53.53,21.6,20,"J",311,"GOND",286000,0.0,11,122.6
"JHDA",4399,"R",1,2011,10,5,2014,10,5,"E","VDL","ZWP","A",30,1,2014,23,43,0,"AURO","SALIENT",848,69,32.37,36.9,4.53,1.14,52.13,23.4,22,"J",311,"GOND",286000,0.0,11,122.0
"EQEA",1403,"L",3,2011,5,23,2014,5,23,"E","NFO","EWP","A",9,2,2014,11,58,0,"AURO","SALIENT",993,82,33.7,39.97,6.27,1.19,35.67,23.6,21,"J",311,"GOND",286000,0.0,11,123.6
"EQVI",544758,"L",8,2009,2,2,2014,9,2,"B","DEU","ODF","V",4,2,2014,20,5,0,"BAGD","SALIENT",1828,7,16.77,21.54,4.77,1.28,38.21,99.7,66,"S",635,"IFLT",484000,254.57,11,105.6
"GHHA",9285,"L",3,2011,10,30,2014,10,30,"E","VXG","VFP","A",7,2,2014,8,17,37,"JOPP","PRT",831,64,36.3,38.5,2.18,1.06,24.0,23.9,21,"J",311,"GOND",286000,0.0,64,122.0
"GHHA",93777,"R",3,2011,6,4,2014,5,20,"E","FRE","VFP","A",29,1,2014,17,1,0,"BMRK","SALIENT",970,75,37.3,42.3,5.02,1.13,25.0,25.0,20,"J",311,"GOND",286000,3058.0,11,123.0
"NFOA",28519,"L",1,2008,8,8,2014,8,15,"E","VDL","DWP","A",1,2,2014,10,0,0,"AURO","SALIENT",2003,21,38.6,42.6,4.03,1.1,42.9,21.3,22,"J",311,"GOND",286000,0.0,11,121.0
"EQEA",1486,"L",4,2011,10,14,2014,10,14,"E","VDL","DWP","A",8,2,2014,17,44,0,"AURO","SALIENT",848,59,31.8,37.0,5.23,1.16,48.0,24.7,20,"J",311,"GOND",286000,17016.0,11,123.0
